client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
1ec41c8d2699c2931e8554c5543ebd552cadacfd0af8d71ea733b3292b5f4e8ec52bba6755538e64e6ff0f998c737772230da249d60d9e1bcb168023722b3ca5	common_voice_xmf_43407395.mp3	4428a34a643ef6142336da6d2e636d004ddff940f74707cc55069f5b34fc0213	მუკაჯინედინ, მოტახილი ქორდჷ.		2	0			სენაკურ-მარტვილური, სენაკური	 სენაკურ-მარტვილური	xmf	
25ebb8b58ae7eb40d9d4af2549a0d36022096fb42190c10a95e3cd04a420e90587692ab8280a64af7abe2b77ceb57c9711a54040ddffaab4ad2c0fdffcf687ea	common_voice_xmf_42852333.mp3	57e5d136c38079016655fb965887cff95653aa1a0d08d020a0f88e454105fd70	ბრელი ხანიში გოლოფას დიდი ტაროზუბადობა მოჸუნსია		4	0			ზუგიდური, ჯვარული,სენაკურ-მარტვილური, ჩხოროწყული		xmf	
2e4a0722cdcbcfd79bca727ceeb4862edf8830fe723dcf5472a051215d7059a71704c0431901763980da4d2d92e5cb9c9986c4f54c632ec121932ca79d8725ae	common_voice_xmf_43044135.mp3	2719e0516e983709d5bd14c85d0f8e76973e5dbe15e6caed45ff359767836dbf	თის მუში რჩინუ თოლეფი ართო ლანდღვე აფუდჷ.		2	0					xmf	
3192efa1a5d91c3f17e8bf25005e96605d8e6cce7ee46a4a8225fab05231664c4d8c261e5034b0f6e7f98e70d368bcbd48b2e79a26ea2fe2663bcea201feeaf4	common_voice_xmf_43043241.mp3	e2e0f08a74ae6b54b24a46d4a21428657b9e91111589a27173b1beac316117cf	ჩილამურით ზღვარილი თოლეფით ართიანს დინაჯინედეს.		2	1					xmf	
3ba3b3df038a6c7fb667cb146b6a7130b905d084e76b87ca36202fa904b4fef7ca965bd67944db17b574915b857351a99447147653606cc74dbfab0f1fecbb61	common_voice_xmf_43038780.mp3	b60971d76e7c608e61eadd2a579f53d4fa878308c8141e88a531f95c20a44c69	მუნეფიშ ხანდაშ აკა ნოქური ხოლო ვეგიპალუუდჷ სოთინ.		2	0					xmf	
40df931ca27f656b558355c9eefb90df89c16bf04266b6cbebf0c2205d70ad0e15a50d3866f598f60fba0b48932b8d45f3463cf86564189a506c9a564ebbd8d3	common_voice_xmf_42368535.mp3	d6bdbab6f6a52b9fb69f0f0a79ff550ac5ed49c31b799363d9df0efd6b00b637	კოჩიჯგურა მოზისხირე ნტერი, ჩქი შხვა ვამიჸუნა.		2	0					xmf	
6226a17dcc188bf807f28329271b22c28c109b4f7ad72041ffa488e2808152856f1e23f408578dc8f23be22e976ad16cc6889583b29e8380dbc0981f72aa606f	common_voice_xmf_41970699.mp3	ffd0f471660fb0291ecf994a8ea01eadfb6b086125663d3c8d72dec9e243fc5c	ათე ქუაში ხიბირი ეფერი სქელი ქორე, ნამუდა, ჟირი საჯენი ქუნოღვე განი.		2	0					xmf	
77563c7496fb534ed6544393e85393babb561168391f4cacf81ef28a95c4ffa045793f3dc9ff4be0bb2840dd6918aca8d35927a749e27ebe915883fbe9c06c91	common_voice_xmf_43487089.mp3	50b537a4aa763296025e01ad13b853bf67ef537ed69402647d6718b0ab0b822d	ზომა ვაუღუ სქანი სისქვამას, ერჩქინელი რექ მუგდენი რაშო.		2	1	thirties	female_feminine			xmf	
863b7ba3f5f6bf109232f8e26d2de63140e1bffee2f57bcb39418eeefa7b0fd3c9d80bedf8ca60011341373c45f55d32275806601e4816236c724aeef1268646	common_voice_xmf_43216341.mp3	522614acb7d7c47d41a78fa8608548bc632658ce7fce1040eb7f37fe65d1a858	უჯინედეს მუჭო დგუმა-დგუმათ ეკმიიშჷ თინა ეკოხონს.		2	0					xmf	
8719a0fa24a71eaa7a2c86c3e2515c71585d3c4a4b0fcb919ebac2c1eac834966737edc8c1f36d239586d23dc16a9a283939f41d336d327b19ecebbb6c95dcf3	common_voice_xmf_44952588.mp3	060f2d620bfc2b2c7986f55464ba77e8d7f9ace9eeb3a752f2ce9152eb4b7320	ეცალი ჸოროფა მიგოდინუანს. ვეშერძინენს ვართი მუთუნს.		2	0					xmf	
b7360483bbecf226b95ae3ab2b3e02a755f0247bf6f0f8d617c9012fdae7c1473bd40157e505ae2e200012434439e406b9321fb67081c0dd69f0879ba988176e	common_voice_xmf_41993636.mp3	d69362ef6fcdef1ad3a9d8a0b5ce83cbadf0566471175921c046ae99621faf53	სუმონეჩი ჯორიშ ხარგა ორქო დო ვარჩხილი ქიმემიჩით თეშა.		2	0					xmf	
b7dfff086c69cc84fe84b148032bab515feae6a23a4b01b38a13a98a340b9633a0c05a85047d57af814817d3a5cc9bf2874d060140dbb288b23351bd098c786f	common_voice_xmf_43073831.mp3	56d19b1445420a45fa89b6553b332e98531e352276c59fa9035743b842fdc5b9	თენა აიშახ ვააფუდესკო ნაძირეფუნ თეშ ოჸვირინანდეს.		2	0					xmf	
fa667016705297e945ffaf30c45ef0aa1da89ac7822389b9eb1ec50de6e16ac7028aa2246c772aa0e4a70441e4f0b5bcabd30539411a17c717c0023a955d2dd0	common_voice_xmf_42997714.mp3	ee5409ce43bd3d0e108609d680c33494a91e54a9772eea166a4ec6ebadbd8be1	მიდგა თინეფს აკა კაკალია ქობალიშ კაკალს დუჸოთანსინ, ღურა ვეიოჩირთუნია.		2	0					xmf	
ffe6ca5de51c6d2f701636cf294ffedecb2812ff9cabc2d55c4438c6d145d1e4cb9b45f0078670f2fb10d12799a7de3d703cce0f68e6ed500dc585312be39e11	common_voice_xmf_42396794.mp3	608f285781a353235493558dfb281ff2eecba7706842df6d45282d5ebfcde442	აკოტახილი ქუაში ნთირუა უკულ იჯგურა პუხუშ ეიჸოთამალ ვა რდჷ.		2	0					xmf	
58d0974c40b5c424591cfa35479a4781c7359bba7c90278ded03eb28baefe5039be5804c6314d90b439b60e618c7e46e3690ac51c6e2441f3a1fc190dffb4530	common_voice_xmf_43407403.mp3	67f7d0883c6b0aaf9af20a01bf78f1b41a97eab9a4efb4e4b8a78268cc16f354	მა მითინიშ რინაშ მიდაღალა ვალამიძუდჷ გურშა, გოკონ-და კოჩიშ რინაშ ხოლო.		2	0					xmf	
58d0974c40b5c424591cfa35479a4781c7359bba7c90278ded03eb28baefe5039be5804c6314d90b439b60e618c7e46e3690ac51c6e2441f3a1fc190dffb4530	common_voice_xmf_43407407.mp3	4726198a284342cba24dcc968a5e3e605b97da9e3d3aa1536e4ced5a4de53097	ართი თხირიში გური ჩხორო ჯიმალეფქ გირთესია.		2	0					xmf	
5a09ad6efdf2cab0f49ac0ce5431f9bf46e61fa8120819968f7e6788094d18078f3ca683b65a82c454bc6a2973baf032e6cf726d7eed9f58be46d2b72c198c29	common_voice_xmf_43159967.mp3	c554482be5b44b58d126cd6e2cac6f19ecce35a262ec965bd4f92924c137f15f	თიწკუმა აკაბურცხა ვორდი დო ჸოროფაშ მუთუნ ვამოფსიმუდჷ.		2	0					xmf	
5a09ad6efdf2cab0f49ac0ce5431f9bf46e61fa8120819968f7e6788094d18078f3ca683b65a82c454bc6a2973baf032e6cf726d7eed9f58be46d2b72c198c29	common_voice_xmf_43159968.mp3	66602cea76b2473ac2879e5be91305604aaf9815c4bca91a852b61a7a8e9597c	ის ვაუჩქუდჷ, ნამდა მაფეფი მუშობურათ უჯინენა თე ქიანას, თინეფშოთ ირკოჩი დოლმახორე რე.		2	0					xmf	
92db444617b8c7152637aed66435b6b94aa1eaeb72d246368d01c724cf4beb8e716754c66b6c2ccb010efd13b81af61799452c55a358bd58056360f31f4bd615	common_voice_xmf_43018011.mp3	7e30c3e77b4c4758f0d2cfe427fc5774e61c57e1007518b377dbc9303aac3779	ათაშ ხვათახვალე ვორდი დო მითინწკუმა ვამაჩიებედჷ გურმონჭყაფილო.		2	0					xmf	
92db444617b8c7152637aed66435b6b94aa1eaeb72d246368d01c724cf4beb8e716754c66b6c2ccb010efd13b81af61799452c55a358bd58056360f31f4bd615	common_voice_xmf_43018013.mp3	7e5c8152883c6f5aca010e1e05758596ce935bc7d862d99666d87aac4ae93d5b	გეჭოფუნსუ ლაკვატასჷ, ოჸოთანსჷ დო ჩიტეფცჷ დუსუ სოფუნსუ.		2	0					xmf	
98d5769d57a64026ca1867e38c5e25f1905570432ace9777351315f177fae14c46e1e71b9d0fb30da22bf20d2cfe2730a462f83510419a218e2ae91384e36789	common_voice_xmf_43058494.mp3	a24c47a133f2fd163b939376554a48f3f0468d2d1718058fb7fc37e4121f4acc	ქიმერთ წყარიშ პიჯიშანი, ართი კოჩი ქიგლურს ვიშო-აშო.		2	0					xmf	
98d5769d57a64026ca1867e38c5e25f1905570432ace9777351315f177fae14c46e1e71b9d0fb30da22bf20d2cfe2730a462f83510419a218e2ae91384e36789	common_voice_xmf_43058496.mp3	fe41c12ef5e06901ccfda092bc805b557c78c964549ac6a3ec84bb38f8c99000	თიქ ოწოხოლენ ლანწკიშ გოხოლუაშა მიდეკვადაცჷ დო მუშ ჩე ფოფორს გამაღეთ ქუდუქვაჩალუ.		2	0					xmf	
1246dcbf878a85be568e596ae8beb440d109e8c6dedb665999bbf7edc6dfa368da39fb9890dc1ce9ed621f1e78423c8ce3c17c3291d2248ea75085eabd298c98	common_voice_xmf_42663306.mp3	b5fc1ca0136a02cc4b657cc1ad7b2f104c65b44eb1e4c1ef3869b04fb7c61abe	ჭარუა დო კითხირიშ კლასეფქ ჯგირშა გეგშაჸათჷ.		2	0				ზუგიდური	xmf	
1246dcbf878a85be568e596ae8beb440d109e8c6dedb665999bbf7edc6dfa368da39fb9890dc1ce9ed621f1e78423c8ce3c17c3291d2248ea75085eabd298c98	common_voice_xmf_42663307.mp3	7b86fdfa6325ca9c0359ad319336f44185182828a7c9c47d83f6ef3543012963	იშ დასაბაღ იშენ იჸუაფჷ, მა სი აკაბუცუცუნია კირიბი მერჩი.		2	0				ზუგიდური	xmf	
1246dcbf878a85be568e596ae8beb440d109e8c6dedb665999bbf7edc6dfa368da39fb9890dc1ce9ed621f1e78423c8ce3c17c3291d2248ea75085eabd298c98	common_voice_xmf_42663309.mp3	a9174b3fc7bbe772a22a874e0351f08508df8d3ec14e0e2f240c3a82b5581e98	მუშ პლანეტაშე ნტებაბორჯის თიქ ალბეთ ტყარ მაფურინჯეეფიშ ბუნას ქაკათჷ.		2	0				ზუგიდური	xmf	
51fa7f158c22c1589f81a660741267d21ed0682f724f9758097791a5c9c120a9a4b892b339934c3d4715a5c83687d6a9edafd31f3d8adf3e98e8f58c576fa186	common_voice_xmf_42677627.mp3	4d59a65f186794dc833aa7a1ec4ba647a7e7e6a29d9509ed4ed4aaefd41a0d4e	დუს იიმენდენდუ, ირფელი, მუთ კოჩიში დუდიშა ქორე გინულირი დო გინმალუნი, არძა მუში ბედიშე რენია.		2	0					xmf	
51fa7f158c22c1589f81a660741267d21ed0682f724f9758097791a5c9c120a9a4b892b339934c3d4715a5c83687d6a9edafd31f3d8adf3e98e8f58c576fa186	common_voice_xmf_42677631.mp3	5ad626791226c9bccc37250494ea6fbbd72696d37cb24ff71afbc0d208e507f6	კილოთა ვულკანეფიშ ფურკოშქუმალუეფი ჯგირო გეშუწიმინდუდჷ.		2	0					xmf	
51fa7f158c22c1589f81a660741267d21ed0682f724f9758097791a5c9c120a9a4b892b339934c3d4715a5c83687d6a9edafd31f3d8adf3e98e8f58c576fa186	common_voice_xmf_42677663.mp3	2cbb49d2eeb35866af7bcf3c12bea646c7a3736786b511d8c98d0f2bafb7267c	თექ მინილენდუნ, მუდა საათის აშ ვეგმიტყაბარედ.		2	0					xmf	
71c272bc06f61d39f20272c672498e0c65df95cea99e059b5c77d28eff47af4baa86e24723f62a44e9bc0215e42d2142a158ef384fa7a49802330c3cdb6945f0	common_voice_xmf_43001344.mp3	514dd7a7bdc196f10f5b7001660a32ad66d84f49ae40f556e78c16992e808de5	თე ჯალეფი წკანტილო რდჷ გიშასქირაფილი.		2	0					xmf	
71c272bc06f61d39f20272c672498e0c65df95cea99e059b5c77d28eff47af4baa86e24723f62a44e9bc0215e42d2142a158ef384fa7a49802330c3cdb6945f0	common_voice_xmf_43001347.mp3	122eae6a58f6ad5912cbbd4b28f937dfcc9a6be27d3a71dc049ec85c182e875c	მონკა სამუშა დო მერკე ოჭკომალშა ძალამ გარზებელ ქორდჷ.		2	0					xmf	
71c272bc06f61d39f20272c672498e0c65df95cea99e059b5c77d28eff47af4baa86e24723f62a44e9bc0215e42d2142a158ef384fa7a49802330c3cdb6945f0	common_voice_xmf_43001348.mp3	27511f2d0123c5ab956180a15497450441743e88687c8d32cbc8818910585458	თითო-თითოს არძო თქუანს, მარა ვავარზე დაჯერებას.		2	0					xmf	
95b6484c9cb9d2c3184c05c28d2170618654b3b8276ab0818372e8e50aa81069935257d986b382d9e4236ac3b8b64896bed57a9b09d9b6f1761dbfef1340c53d	common_voice_xmf_41964654.mp3	3de25fd61e317db6c1184fe6fbefaebcb4042b9a3c2e754a8a8529ed691dda44	ლევანი ონადირუშა მიდეშუნი, კინოხ ნდის გამკიჸონანდუ თე ძღაბი.		2	0					xmf	
95b6484c9cb9d2c3184c05c28d2170618654b3b8276ab0818372e8e50aa81069935257d986b382d9e4236ac3b8b64896bed57a9b09d9b6f1761dbfef1340c53d	common_voice_xmf_41964920.mp3	7d99899d8c0053168e3addc970424030081d15006e665481d220318f06345363	გიმილუნი, ქოძირუ, ღურელი ნდიეფი ქოწკარუნა.		2	0					xmf	
95b6484c9cb9d2c3184c05c28d2170618654b3b8276ab0818372e8e50aa81069935257d986b382d9e4236ac3b8b64896bed57a9b09d9b6f1761dbfef1340c53d	common_voice_xmf_41964922.mp3	9e3872e8ec07fa195ef36266d5942f457ce6909a5298ca669176eea20f17ecef	ხენწიფეს გურქ ქუმურთუ,მუში მარკინე ბოში გეგნახორუ შორი ქიანაშა.		2	0					xmf	
ba3ad47ec154a563a1e1ec0d452934fda08fef79fe9ea4fda66e73d54b890d11df0eef546580b99a90aa995b36149a34d52e806b60689e41d86751d9c230ff7f	common_voice_xmf_42663310.mp3	9b9d63cad6a881c208a9a2fa18e89eea68738b742377960e643f5c9ce50fdb52	ოჭკომალიშ მადა ვარკუდჷ დო აჸურე იჩიებუდჷ, თიჯგურა ჭუეფი მიბურჟუანსია, ვაგჷმარზინენია.		2	0					xmf	
ba3ad47ec154a563a1e1ec0d452934fda08fef79fe9ea4fda66e73d54b890d11df0eef546580b99a90aa995b36149a34d52e806b60689e41d86751d9c230ff7f	common_voice_xmf_42663313.mp3	b6ff9cdc88424f041d64a25eb9fc870bf9f2492482b1ca766930664c634cd49e	ზარხულქ მუჭო ქიმკიკვაკვალჷ დო შურო გური ვა აფუდეს გოჩამილინ ფერი მუდგარენეფქ დაკორდეს.		2	0					xmf	
